u,v,name,highway,length,geometry_wkt
6167357828,6167357821,,footway,4.585105465627389,"LINESTRING (144.9708451 -37.8077321, 144.9708968 -37.807737)"
6167357821,6167357822,,footway,18.534271961492024,"LINESTRING (144.9708968 -37.807737, 144.9710988 -37.8077839)"
6167357822,6167357823,,footway,12.291789380023484,"LINESTRING (144.9710988 -37.8077839, 144.9712153 -37.8078449)"
6167357823,6167357824,,footway,11.719123586221817,"LINESTRING (144.9712153 -37.8078449, 144.9712996 -37.8079266)"
6167357824,6167357825,,footway,18.739657140187674,"LINESTRING (144.9712996 -37.8079266, 144.9713816 -37.8080824)"
6167357825,6725415015,,footway,38.46999813736531,"LINESTRING (144.9713816 -37.8080824, 144.971514 -37.8084127)"
6725415015,6167357826,,footway,3.6472663685177884,"LINESTRING (144.971514 -37.8084127, 144.971527 -37.8084439)"
6167357824,12583285912,,footway,4.04780242037633,"LINESTRING (144.9712996 -37.8079266, 144.9713402 -37.8079095)"
12583285912,767583992,,footway,3.2825859609098536,"LINESTRING (144.9713402 -37.8079095, 144.971375 -37.8078989)"
767583992,6167357838,,footway,3.2650944621970575,"LINESTRING (144.971375 -37.8078989, 144.9714103 -37.8078899)"
6167357838,12583285915,,footway,1.1962539936672296,"LINESTRING (144.9714103 -37.8078899, 144.9714238 -37.8078911)"
12583285915,6167357832,,footway,3.28399120609065,"LINESTRING (144.9714238 -37.8078911, 144.9714573 -37.8079041)"
6167357832,6167357829,,footway,3.373151067351855,"LINESTRING (144.9714573 -37.8079041, 144.9714921 -37.8079168)"
6167357838,6167357839,,footway,9.117609782556698,"LINESTRING (144.9714103 -37.8078899, 144.9714008 -37.8078081)"
6167357839,8869351952,,footway,5.768726528785667,"LINESTRING (144.9714008 -37.8078081, 144.9713973 -37.8077562)"
8869351952,6167357840,,footway,5.922534156119284,"LINESTRING (144.9713973 -37.8077562, 144.9713846 -37.8077038)"
6167357840,6167357841,,footway,2.415015528608215,"LINESTRING (144.9713846 -37.8077038, 144.971379 -37.8076825)"
6167357841,6167357842,,footway,3.6419967437944756,"LINESTRING (144.971379 -37.8076825, 144.9713733 -37.80765)"
6167357842,12528666295,,footway,7.508950246044279,"LINESTRING (144.9713733 -37.80765, 144.9713646 -37.8075827)"
12528666295,8869351953,,footway,1.67711304650815,"LINESTRING (144.9713646 -37.8075827, 144.9713653 -37.8075676)"
8869351953,6167357843,,footway,5.0728254622813775,"LINESTRING (144.9713653 -37.8075676, 144.9713645 -37.8075219)"
6167357843,6167357844,,footway,9.734782569668981,"LINESTRING (144.9713645 -37.8075219, 144.9713631 -37.8074342)"
767584653,8869352011,,footway,4.939584082471105,"LINESTRING (144.9705606 -37.8074927, 144.9706119 -37.8074747)"
8869352011,3933095112,,footway,5.409303501507293,"LINESTRING (144.9706119 -37.8074747, 144.9706191 -37.8074263)"
6693560640,6167357847,,footway,84.26394479268116,"LINESTRING (144.9728126 -37.8081525, 144.9718643 -37.808051)"
6167357847,6167357831,,footway,15.516889483382661,"LINESTRING (144.9718643 -37.808051, 144.9716887 -37.8080394)"
8488873724,6693560644,,footway,30.995326898717135,"LINESTRING (144.9718314 -37.8083574, 144.9719409 -37.8086228)"
6693560644,7473580184,,footway,1.787865439901067,"LINESTRING (144.9719409 -37.8086228, 144.9719483 -37.8086378)"
7473580184,6167357849,,footway,42.56547617974133,"LINESTRING (144.9719483 -37.8086378, 144.9721203 -37.8089962)"
6167357849,6167357850,,footway,28.32993406441776,"LINESTRING (144.9721203 -37.8089962, 144.9722349 -37.8092347)"
6167357850,6167357851,,footway,5.976233778259396,"LINESTRING (144.9722349 -37.8092347, 144.9722581 -37.8092853)"
6167357851,10205516478,,footway,12.805033491474568,"LINESTRING (144.9722581 -37.8092853, 144.9723089 -37.8093934)"
10205516478,6167357852,,footway,8.333632566910659,"LINESTRING (144.9723089 -37.8093934, 144.9723418 -37.8094638)"
6722119742,6167359491,,footway,5.357195899882989,"LINESTRING (144.9733651 -37.8124206, 144.9733861 -37.8124659)"
6167359491,6167357863,,footway,22.35509908783318,"LINESTRING (144.9733861 -37.8124659, 144.9734707 -37.8126558)"
6167357863,13187245613,,footway,12.627250165892177,"LINESTRING (144.9734707 -37.8126558, 144.9735231 -37.8127617)"
13187245613,6810299070,,footway,2.093046883852075,"LINESTRING (144.9735231 -37.8127617, 144.9735313 -37.8127794)"
6810299070,6167357864,,footway,7.037012752635449,"LINESTRING (144.9735313 -37.8127794, 144.9735589 -37.8128389)"
6167357864,1449431178,,footway,46.8630975398667,"LINESTRING (144.9735589 -37.8128389, 144.9737469 -37.8132339)"
1449431178,1449431624,,footway,1.9025541407459547,"LINESTRING (144.9737469 -37.8132339, 144.9737484 -37.813251)"
1449431624,1449431600,,footway,2.720018946411786,"LINESTRING (144.9737484 -37.813251, 144.9737594 -37.8132739)"
1449431600,6167357865,,footway,3.512135014091705,"LINESTRING (144.9737594 -37.8132739, 144.9737735 -37.8133035)"
6167357865,12545762409,,footway,2.5902538455334203,"LINESTRING (144.9737735 -37.8133035, 144.973784 -37.8133253)"
12545762409,11738479661,,footway,2.4812321692912125,"LINESTRING (144.973784 -37.8133253, 144.973794 -37.8133462)"
11738479661,7388133850,,footway,1.259308218368103,"LINESTRING (144.973794 -37.8133462, 144.9737991 -37.8133568)"
7388133850,12587517959,,footway,4.522276493124203,"LINESTRING (144.9737991 -37.8133568, 144.9738173 -37.8133949)"
12587517959,1449431266,,footway,0.7280619163957408,"LINESTRING (144.9738173 -37.8133949, 144.97382 -37.8134011)"
1449431266,6167357867,,footway,1.5880336105963864,"LINESTRING (144.97382 -37.8134011, 144.9738252 -37.8134148)"
6167357867,2180604212,,footway,1.1980504726673382,"LINESTRING (144.9738252 -37.8134148, 144.97383 -37.8134249)"
2180604212,6167357869,,footway,5.171078351591466,"LINESTRING (144.97383 -37.8134249, 144.9738523 -37.813468)"
6167357869,6167357870,,footway,5.9910426408367226,"LINESTRING (144.9738523 -37.813468, 144.9738967 -37.8135089)"
6167357870,6721914075,,footway,93.85491330657048,"LINESTRING (144.9738967 -37.8135089, 144.9742654 -37.8143023)"
1449431267,6167357876,,footway,8.147979083326707,"LINESTRING (144.9742738 -37.8136579, 144.9742402 -37.8135895)"
6167357876,12535971001,,footway,4.907790310814701,"LINESTRING (144.9742402 -37.8135895, 144.9742302 -37.813546)"
12535971001,6167191747,,footway,21.79229036051719,"LINESTRING (144.9742302 -37.813546, 144.9741491 -37.8133605)"
6167191747,8998978607,,footway,9.913060188719445,"LINESTRING (144.9741491 -37.8133605, 144.9741112 -37.8132764)"
8998978607,6167357877,,footway,13.64572897884721,"LINESTRING (144.9741112 -37.8132764, 144.9740564 -37.8131614)"
6167357877,6167357878,,footway,8.616765626156868,"LINESTRING (144.9740564 -37.8131614, 144.9740535 -37.8130838)"
6167357879,6167357883,,footway,3.913116190190213,"LINESTRING (144.9739219 -37.8129182, 144.9739244 -37.812883)"
6167357883,6167357880,,footway,6.696794118974117,"LINESTRING (144.9739244 -37.812883, 144.9739295 -37.8128228)"
5694419767,588236764,,footway,28.514645467511865,"LINESTRING (144.9733719 -37.8117201, 144.9732528 -37.8114812)"
588236764,588236765,,footway,3.4535450099471285,"LINESTRING (144.9732528 -37.8114812, 144.9732396 -37.8114519)"
588236765,6167359514,,footway,2.845750826077648,"LINESTRING (144.9732396 -37.8114519, 144.9732279 -37.811428)"
6167359514,588236766,,footway,2.57271994159452,"LINESTRING (144.9732279 -37.811428, 144.9732173 -37.8114064)"
588236766,588236775,,footway,4.480703505202827,"LINESTRING (144.9732173 -37.8114064, 144.9732016 -37.811368)"
588236775,588236793,,footway,4.786327944455139,"LINESTRING (144.9732016 -37.811368, 144.973184 -37.8113272)"
588236793,588236800,,footway,5.061206154992941,"LINESTRING (144.973184 -37.8113272, 144.9731656 -37.811284)"
588236800,8378632977,,footway,3.8492886246272646,"LINESTRING (144.9731656 -37.811284, 144.9731514 -37.8112512)"
8378632977,588236801,,footway,3.565892978539252,"LINESTRING (144.9731514 -37.8112512, 144.9731383 -37.8112208)"
588236801,6167418092,,footway,2.702099351932219,"LINESTRING (144.9731383 -37.8112208, 144.973129 -37.8111976)"
6167418092,588236802,,footway,1.5323526824431766,"LINESTRING (144.973129 -37.8111976, 144.9731228 -37.8111847)"
588236802,588236803,,footway,4.245247045882474,"LINESTRING (144.9731228 -37.8111847, 144.9731088 -37.8111481)"
6167359514,1449431539,,footway,5.381634708456678,"LINESTRING (144.9732279 -37.811428, 144.973172 -37.8114476)"
1449431539,11276289484,,footway,1.9572825421083837,"LINESTRING (144.973172 -37.8114476, 144.9731508 -37.8114529)"
11276289484,2189475424,,footway,1.64171926408922,"LINESTRING (144.9731508 -37.8114529, 144.973133 -37.8114573)"
2189475424,2189475428,,footway,3.4882073558504185,"LINESTRING (144.973133 -37.8114573, 144.9730952 -37.8114667)"
2189475428,11276289485,,footway,1.1448254160535134,"LINESTRING (144.9730952 -37.8114667, 144.9730828 -37.8114698)"
11276289485,2189478938,,footway,2.675751444987857,"LINESTRING (144.9730828 -37.8114698, 144.9730538 -37.811477)"
2189478938,6167413242,,footway,9.850311864125798,"LINESTRING (144.9730538 -37.811477, 144.972947 -37.8115034)"
6167413242,13253167094,,footway,38.001899340728976,"LINESTRING (144.972947 -37.8115034, 144.9725384 -37.8116136)"
13253167094,6167413243,,footway,3.5599065530624188,"LINESTRING (144.9725384 -37.8116136, 144.9725002 -37.8116241)"
6167413243,6167413244,,footway,40.012307809883815,"LINESTRING (144.9725002 -37.8116241, 144.9720733 -37.8117476)"
6167413244,6167413245,,footway,42.47683832740249,"LINESTRING (144.9720733 -37.8117476, 144.9716191 -37.8118765)"
6167413245,9756035288,,footway,6.216380613728531,"LINESTRING (144.9716191 -37.8118765, 144.9715526 -37.8118953)"
9756035288,6167413246,,footway,32.48172395438922,"LINESTRING (144.9715526 -37.8118953, 144.9712052 -37.8119937)"
6167413246,6167413247,,footway,42.87562191314139,"LINESTRING (144.9712052 -37.8119937, 144.9707557 -37.8121422)"
6167413247,6167413248,,footway,5.036908228107417,"LINESTRING (144.9707557 -37.8121422, 144.9707056 -37.8121641)"
6167413248,6167413249,,footway,16.378178562266907,"LINESTRING (144.9707056 -37.8121641, 144.9705302 -37.8122132)"
6167413249,6167413250,,footway,3.885059204076638,"LINESTRING (144.9705302 -37.8122132, 144.9704874 -37.8122217)"
6167413250,6167413251,,footway,57.32373816925919,"LINESTRING (144.9704874 -37.8122217, 144.9698729 -37.8123922)"
6167413251,6167413252,,footway,78.44181490985476,"LINESTRING (144.9698729 -37.8123922, 144.9690391 -37.812641)"
6167413252,9528709021,,footway,14.792581952104271,"LINESTRING (144.9690391 -37.812641, 144.9688819 -37.812688)"
9528709021,6167417972,,footway,5.908294447721358,"LINESTRING (144.9688819 -37.812688, 144.9688188 -37.8127061)"
6167417972,6167413253,,footway,49.238863933148885,"LINESTRING (144.9688188 -37.8127061, 144.9682959 -37.8128633)"
6167413253,6167413254,,footway,5.868681713376086,"LINESTRING (144.9682959 -37.8128633, 144.968234 -37.8128829)"
6167413254,9086096515,,footway,14.90497836398302,"LINESTRING (144.968234 -37.8128829, 144.9680768 -37.8129327)"
9086096515,6167413255,,footway,6.732203984917876,"LINESTRING (144.9680768 -37.8129327, 144.9680058 -37.8129552)"
6167413255,6167413256,,footway,82.64832400169767,"LINESTRING (144.9680058 -37.8129552, 144.9671178 -37.8131964)"
6167413256,12639942914,,footway,2.6320080487216826,"LINESTRING (144.9671178 -37.8131964, 144.9670898 -37.8132047)"
12639942914,12639954092,,footway,32.65946851888538,"LINESTRING (144.9670898 -37.8132047, 144.9667426 -37.8133082)"
12639954092,6167413257,,footway,2.623758329483823,"LINESTRING (144.9667426 -37.8133082, 144.9667147 -37.8133165)"
6167413257,2188408828,,footway,19.804187173700512,"LINESTRING (144.9667147 -37.8133165, 144.966505 -37.813381)"
2188408828,3148693057,,footway,13.357091373956571,"LINESTRING (144.966505 -37.813381, 144.9663618 -37.8134207)"
3148693057,2188408832,,footway,48.13427414074412,"LINESTRING (144.9663618 -37.8134207, 144.9658472 -37.813567)"
2188408832,6167413259,,footway,5.234717163093342,"LINESTRING (144.9658472 -37.813567, 144.9657936 -37.8135874)"
6167413259,10904155342,,footway,4.405227190400245,"LINESTRING (144.9657936 -37.8135874, 144.9657466 -37.813601)"
10904155342,7913341855,,footway,4.741064090825414,"LINESTRING (144.9657466 -37.813601, 144.965696 -37.8136156)"
7913341855,6167413260,,footway,1.592652614266683,"LINESTRING (144.965696 -37.8136156, 144.965679 -37.8136205)"
6167413260,7913341856,,footway,1.4616267302700667,"LINESTRING (144.965679 -37.8136205, 144.9656634 -37.813625)"
7913341856,7913341857,,footway,4.937601469647364,"LINESTRING (144.9656634 -37.813625, 144.9656107 -37.8136402)"
7913341857,6167413262,,footway,3.926289340048514,"LINESTRING (144.9656107 -37.8136402, 144.9655688 -37.8136523)"
6167413262,6800617670,,footway,82.02417033128556,"LINESTRING (144.9655688 -37.8136523, 144.9646957 -37.8139099)"
6800617670,6167413264,,footway,13.266699255751776,"LINESTRING (144.9646957 -37.8139099, 144.9645545 -37.8139516)"
6167413264,6167413265,,footway,14.99950506897618,"LINESTRING (144.9645545 -37.8139516, 144.9643956 -37.8140003)"
6167413265,6167413266,,footway,24.643437889177847,"LINESTRING (144.9643956 -37.8140003, 144.9641331 -37.8140773)"
6167413266,6696274731,,footway,20.699894841621273,"LINESTRING (144.9641331 -37.8140773, 144.9639122 -37.8141411)"
6696274731,1327098172,,footway,16.961459386452553,"LINESTRING (144.9639122 -37.8141411, 144.963732 -37.8141951)"
1327098172,1327098173,,footway,29.037036247325247,"LINESTRING (144.963732 -37.8141951, 144.9634225 -37.8142854)"
1327098173,7913341861,,footway,4.330061243678564,"LINESTRING (144.9634225 -37.8142854, 144.9633766 -37.8142994)"
7913341861,13634634816,,footway,2.244008915441843,"LINESTRING (144.9633766 -37.8142994, 144.9633526 -37.8143062)"
13634634816,13634634817,,footway,2.354719652049027,"LINESTRING (144.9633526 -37.8143062, 144.9633274 -37.8143133)"
1327098174,6167413264,Union Lane,pedestrian,3.6977134632927,"LINESTRING (144.9645678 -37.8139832, 144.9645545 -37.8139516)"
13634634817,6167413263,,footway,3.883740168372882,"LINESTRING (144.9633274 -37.8143133, 144.9632864 -37.8143262)"
6167413263,6167413268,,footway,4.841374421562659,"LINESTRING (144.9632864 -37.8143262, 144.9632353 -37.8143423)"
6167413268,6167413269,,footway,3.2003013711805806,"LINESTRING (144.9632353 -37.8143423, 144.9632015 -37.8143529)"
6167413269,3394726642,,footway,5.189233210474923,"LINESTRING (144.9632015 -37.8143529, 144.9631467 -37.8143701)"
3394726642,6167440982,,footway,4.812724835556001,"LINESTRING (144.9631467 -37.8143701, 144.9630959 -37.8143861)"
6167440982,13634634820,,footway,2.2714998405728197,"LINESTRING (144.9630959 -37.8143861, 144.9630718 -37.8143934)"
13634634820,6167413270,,footway,3.5157062031791755,"LINESTRING (144.9630718 -37.8143934, 144.9630345 -37.8144047)"
6167413270,6804242134,,footway,44.179084494663,"LINESTRING (144.9630345 -37.8144047, 144.9625631 -37.814541)"
6804242134,13859962722,,footway,38.950807937883916,"LINESTRING (144.9625631 -37.814541, 144.9621475 -37.8146612)"
13859962722,9756035266,,footway,11.491872958415094,"LINESTRING (144.9621475 -37.8146612, 144.9620249 -37.8146967)"
9756035266,6167413271,,footway,46.53290344856768,"LINESTRING (144.9620249 -37.8146967, 144.9615284 -37.8148403)"
6167413271,6167489462,,footway,60.49274983830839,"LINESTRING (144.9615284 -37.8148403, 144.9608825 -37.815026)"
6167489462,6167413272,,footway,6.6980746400395095,"LINESTRING (144.9608825 -37.815026, 144.960811 -37.8150466)"
6167413272,3394725370,,footway,13.622558336221301,"LINESTRING (144.960811 -37.8150466, 144.960665 -37.8150872)"
3394725370,6167413273,,footway,7.058741026948727,"LINESTRING (144.960665 -37.8150872, 144.9605892 -37.8151079)"
6167413273,6167413274,,footway,25.303492747769653,"LINESTRING (144.9605892 -37.8151079, 144.9603189 -37.8151853)"
6167413274,13271662137,,footway,12.332911273226701,"LINESTRING (144.9603189 -37.8151853, 144.9601877 -37.8152242)"
13271662137,13271662142,,footway,36.87517744317833,"LINESTRING (144.9601877 -37.8152242, 144.9597942 -37.8153379)"
13271662142,13859703757,,footway,8.929241787277663,"LINESTRING (144.9597942 -37.8153379, 144.9596989 -37.8153654)"
13859703757,6167413275,,footway,3.0911168315385136,"LINESTRING (144.9596989 -37.8153654, 144.9596659 -37.8153749)"
6167413275,13859703760,,footway,3.6228359845439533,"LINESTRING (144.9596659 -37.8153749, 144.9596273 -37.8153862)"
13859703760,6804242166,,footway,14.581062929269303,"LINESTRING (144.9596273 -37.8153862, 144.959472 -37.8154318)"
6804242166,6696357490,,footway,100.93924951357022,"LINESTRING (144.959472 -37.8154318, 144.9583999 -37.8157538)"
6167413276,6167413277,,footway,5.466083818992543,"LINESTRING (144.9583383 -37.8157704, 144.9582799 -37.8157871)"
6167413277,6167413278,,footway,3.505276135018855,"LINESTRING (144.9582799 -37.8157871, 144.9582424 -37.8157977)"
6167413278,3394725967,,footway,3.474841927345938,"LINESTRING (144.9582424 -37.8157977, 144.9582055 -37.8158088)"
3394725967,6167413279,,footway,6.814016479193648,"LINESTRING (144.9582055 -37.8158088, 144.9581326 -37.8158294)"
13135522137,6167413281,,footway,2.474743917987743,"LINESTRING (144.9571108 -37.8161079, 144.9570842 -37.8161151)"
6167413281,6167413282,,footway,32.6510955222467,"LINESTRING (144.9570842 -37.8161151, 144.9567356 -37.8162154)"
6167413282,6167413283,,footway,37.48038407889609,"LINESTRING (144.9567356 -37.8162154, 144.9563363 -37.8163324)"
6167413283,6167413284,,footway,38.7981293362027,"LINESTRING (144.9563363 -37.8163324, 144.9559249 -37.8164576)"
6167413284,6167417885,,footway,8.347157659105093,"LINESTRING (144.9559249 -37.8164576, 144.9558359 -37.8164835)"
6167417885,9146197587,,footway,13.268945395955303,"LINESTRING (144.9558359 -37.8164835, 144.955695 -37.8165259)"
9146197587,6167417886,,footway,5.161038698774414,"LINESTRING (144.955695 -37.8165259, 144.9556402 -37.8165424)"
6167417886,11135185780,,footway,75.39797360473261,"LINESTRING (144.9556402 -37.8165424, 144.9548347 -37.8167729)"
11135185780,11135185777,,footway,24.832421206247876,"LINESTRING (144.9548347 -37.8167729, 144.9545694 -37.8168488)"
11135185777,6167417887,,footway,22.85879209332143,"LINESTRING (144.9545694 -37.8168488, 144.9543252 -37.8169187)"
6167417887,10767792508,,footway,28.406865011620923,"LINESTRING (144.9543252 -37.8169187, 144.9540217 -37.8170055)"
10767792508,11135177815,,footway,15.640518818799936,"LINESTRING (144.9540217 -37.8170055, 144.9538546 -37.8170533)"
11135177815,6167230995,,footway,35.895378745068655,"LINESTRING (144.9538546 -37.8170533, 144.9534711 -37.817163)"
6167417887,6167417888,,footway,5.404890890341707,"LINESTRING (144.9543252 -37.8169187, 144.9543047 -37.8168728)"
6167417888,6167417889,,footway,4.414406013337569,"LINESTRING (144.9543047 -37.8168728, 144.9542895 -37.8168349)"
6167230995,6167417897,,footway,7.99320662449088,"LINESTRING (144.9534711 -37.817163, 144.9533847 -37.8171851)"
6167417897,2174966087,,footway,3.346984554357651,"LINESTRING (144.9533847 -37.8171851, 144.9533485 -37.8171943)"
2174966087,6167417898,,footway,1.9890694824797028,"LINESTRING (144.9533485 -37.8171943, 144.953327 -37.8171998)"
6167417898,2174966078,,footway,1.3982473603580898,"LINESTRING (144.953327 -37.8171998, 144.9533119 -37.8172037)"
2174966078,6167417900,,footway,1.9521425805073958,"LINESTRING (144.9533119 -37.8172037, 144.9532908 -37.8172091)"
6167417900,6167417901,,footway,5.441856574211968,"LINESTRING (144.9532908 -37.8172091, 144.953232 -37.8172242)"
6167417901,6167231005,,footway,5.4904733351118145,"LINESTRING (144.953232 -37.8172242, 144.9531725 -37.817239)"
6167417902,6167417903,,footway,10.255454803546263,"LINESTRING (144.9530225 -37.8170389, 144.9531324 -37.8170083)"
6167417903,6167417904,,footway,5.496334607756283,"LINESTRING (144.9531324 -37.8170083, 144.9531913 -37.8169919)"
6167417904,6167417905,,footway,1.0980245280825844,"LINESTRING (144.9531913 -37.8169919, 144.9532031 -37.8169887)"
6167417905,6167417906,,footway,2.2033298639637073,"LINESTRING (144.9532031 -37.8169887, 144.9532267 -37.8169821)"
6167417906,2174966079,,footway,1.5113328727972017,"LINESTRING (144.9532267 -37.8169821, 144.9532429 -37.8169776)"
2174966079,7913378951,,footway,3.6860604023013495,"LINESTRING (144.9532429 -37.8169776, 144.9532824 -37.8169666)"
7913378951,6167230999,,footway,6.794528259248141,"LINESTRING (144.9532824 -37.8169666, 144.9533552 -37.8169463)"
6167230999,6722694980,,footway,99.14725448254339,"LINESTRING (144.9533552 -37.8169463, 144.9529718 -37.8161064)"
6167230995,9086085378,,footway,5.461876861494361,"LINESTRING (144.9534711 -37.817163, 144.9534699 -37.8171138)"
9086085378,6167417913,,footway,4.489117435457555,"LINESTRING (144.9534699 -37.8171138, 144.9534521 -37.8170759)"
6167417913,6167230996,,footway,1.733753454854583,"LINESTRING (144.9534521 -37.8170759, 144.9534451 -37.8170613)"
6167230996,6167230997,,footway,1.4872233023864767,"LINESTRING (144.9534451 -37.8170613, 144.9534384 -37.817049)"
6167230997,2279005521,,footway,2.2239950852532084,"LINESTRING (144.9534384 -37.817049, 144.9534284 -37.8170306)"
2279005521,2279005516,,footway,1.4079470847502813,"LINESTRING (144.9534284 -37.8170306, 144.9534236 -37.8170185)"
2279005516,6167230998,,footway,4.9476121165244935,"LINESTRING (144.9534236 -37.8170185, 144.9534055 -37.8169763)"
6167230998,6167230999,,footway,5.541021341450712,"LINESTRING (144.9534055 -37.8169763, 144.9533552 -37.8169463)"
6167230999,6167417909,,footway,43.73357550213108,"LINESTRING (144.9533552 -37.8169463, 144.9538235 -37.816815)"
6167417909,6167417896,,footway,42.74257637141666,"LINESTRING (144.9538235 -37.816815, 144.9542803 -37.8166847)"
6167417909,6167417910,,footway,3.5760369825831813,"LINESTRING (144.9538235 -37.816815, 144.953835 -37.8168459)"
6167417910,6167417911,,footway,3.0333382091899703,"LINESTRING (144.953835 -37.8168459, 144.9538448 -37.8168721)"
6167417913,6167417914,,footway,14.534217997269446,"LINESTRING (144.9534521 -37.8170759, 144.9536066 -37.8170298)"
6167417889,6167417915,,footway,5.143005027937188,"LINESTRING (144.9542895 -37.8168349, 144.9542345 -37.8168505)"
6167417916,6167417893,,footway,5.884792492002737,"LINESTRING (144.9542191 -37.8167663, 144.9542821 -37.8167486)"
6167417896,6167417917,,footway,46.32362453281817,"LINESTRING (144.9542803 -37.8166847, 144.9547765 -37.816546)"
6167417917,6167417918,,footway,42.52148732726237,"LINESTRING (144.9547765 -37.816546, 144.9552283 -37.8164107)"
6167417918,6167417919,,footway,28.62681068039158,"LINESTRING (144.9552283 -37.8164107, 144.9555334 -37.8163216)"
6167417919,6167417920,,footway,5.282349026975724,"LINESTRING (144.9555334 -37.8163216, 144.9555899 -37.8163056)"
6167417920,6167417921,,footway,13.48783378038884,"LINESTRING (144.9555899 -37.8163056, 144.9557341 -37.8162646)"
6167417921,6167417922,,footway,9.184415417682477,"LINESTRING (144.9557341 -37.8162646, 144.9558323 -37.8162367)"
6167417922,11133502126,,footway,35.63746292220408,"LINESTRING (144.9558323 -37.8162367, 144.956213 -37.8161277)"
11133502126,13143712557,,footway,26.858961227510772,"LINESTRING (144.956213 -37.8161277, 144.9564999 -37.8160455)"
13143712557,6167417923,,footway,18.666271344392193,"LINESTRING (144.9564999 -37.8160455, 144.9566993 -37.8159884)"
6167417923,6167417924,,footway,43.51329650692544,"LINESTRING (144.9566993 -37.8159884, 144.9571644 -37.8158559)"
6167417924,13271661987,,footway,36.67129582551151,"LINESTRING (144.9571644 -37.8158559, 144.9575536 -37.8157383)"
13271661987,9765710406,,footway,2.3287434872193455,"LINESTRING (144.9575536 -37.8157383, 144.9575783 -37.8157308)"
9765710406,6167417925,,footway,21.46655020771312,"LINESTRING (144.9575783 -37.8157308, 144.9578061 -37.8156619)"
6167417925,10227799793,,footway,21.508572500757488,"LINESTRING (144.9578061 -37.8156619, 144.9580354 -37.8155951)"
10227799793,7961383811,,footway,3.61694538621579,"LINESTRING (144.9580354 -37.8155951, 144.9580742 -37.8155844)"
7961383811,9642293310,,footway,4.221556967892138,"LINESTRING (144.9580742 -37.8155844, 144.9581199 -37.8155729)"
9642293310,6167417928,,footway,1.8833386444557718,"LINESTRING (144.9581199 -37.8155729, 144.9581403 -37.8155678)"
6167417928,6167417929,,footway,3.2866108210584812,"LINESTRING (144.9581403 -37.8155678, 144.9581759 -37.8155589)"
6167417929,9642293311,,footway,2.064039360868926,"LINESTRING (144.9581759 -37.8155589, 144.958198 -37.8155527)"
9642293311,6167417930,,footway,4.934520241066984,"LINESTRING (144.958198 -37.8155527, 144.9582508 -37.8155378)"
6167417930,6167417931,,footway,4.0216708839488,"LINESTRING (144.9582508 -37.8155378, 144.9582947 -37.8155278)"
6167417931,6167417932,,footway,36.18900187478204,"LINESTRING (144.9582947 -37.8155278, 144.9586816 -37.8154178)"
6167417932,6167417933,,footway,83.78388213503813,"LINESTRING (144.9586816 -37.8154178, 144.9595766 -37.8151615)"
6167417933,13271662150,,footway,15.668718548578248,"LINESTRING (144.9595766 -37.8151615, 144.9597439 -37.8151134)"
13271662150,6167417936,,footway,39.632665034786825,"LINESTRING (144.9597439 -37.8151134, 144.9601671 -37.8149918)"
6167417936,6167417934,,footway,2.451370148049395,"LINESTRING (144.9601671 -37.8149918, 144.960193 -37.8149837)"
6167417934,6167417935,,footway,28.29053596521148,"LINESTRING (144.960193 -37.8149837, 144.9604959 -37.8148987)"
6167417938,13271662130,,footway,1.757825728049587,"LINESTRING (144.9601991 -37.8150585, 144.9601802 -37.8150636)"
13271662130,6167417939,,footway,7.966197833354187,"LINESTRING (144.9601802 -37.8150636, 144.9600945 -37.8150866)"
6167417935,6167417940,,footway,7.369057892999125,"LINESTRING (144.9604959 -37.8148987, 144.9605755 -37.8148782)"
6167417940,6167417941,,footway,13.103057400986671,"LINESTRING (144.9605755 -37.8148782, 144.9607171 -37.8148419)"
6167417941,6167417942,,footway,7.201177705765959,"LINESTRING (144.9607171 -37.8148419, 144.9607949 -37.8148219)"
6167417942,6167417943,,footway,82.36029872959904,"LINESTRING (144.9607949 -37.8148219, 144.9616725 -37.8145652)"
6167417943,13866690740,,footway,5.701317196106694,"LINESTRING (144.9616725 -37.8145652, 144.9617336 -37.8145482)"
13866690740,9756035261,,footway,17.87809894185261,"LINESTRING (144.9617336 -37.8145482, 144.9619252 -37.8144949)"
9756035261,6167417944,,footway,4.001728514119252,"LINESTRING (144.9619252 -37.8144949, 144.9619681 -37.814483)"
6167417944,6167417945,,footway,95.64362265075638,"LINESTRING (144.9619681 -37.814483, 144.9629889 -37.8141885)"
6167417945,6167417946,,footway,6.11674911144691,"LINESTRING (144.9629889 -37.8141885, 144.9630546 -37.8141706)"
6167417946,13264414931,,footway,1.9746143777419236,"LINESTRING (144.9630546 -37.8141706, 144.9630758 -37.8141648)"
13264414931,6167417947,,footway,3.2489255327049067,"LINESTRING (144.9630758 -37.8141648, 144.9631107 -37.8141553)"
6167417947,6167417948,,footway,3.04408122400038,"LINESTRING (144.9631107 -37.8141553, 144.9631434 -37.8141464)"
6167417948,13264414929,,footway,3.1953586858003264,"LINESTRING (144.9631434 -37.8141464, 144.9631777 -37.814137)"
13264414929,6167417949,,footway,1.7947629233684759,"LINESTRING (144.9631777 -37.814137, 144.963197 -37.8141318)"
6167417949,13634634818,,footway,4.535173825735068,"LINESTRING (144.963197 -37.8141318, 144.9632457 -37.8141185)"
